Organism,Country,Year,Prophet_Forecast_%,Prophet_CI_Lower_%,Prophet_CI_Upper_%
Streptococcus pneumoniae,Israel,2029.0,14.96,5.48,24.2
Streptococcus pneumoniae,Israel,2030.0,15.14,5.87,24.11
Streptococcus pneumoniae,Italy,2025.0,9.01,1.81,15.91
Streptococcus pneumoniae,Italy,2026.0,9.09,2.17,16.23
Streptococcus pneumoniae,Italy,2027.0,9.18,2.03,16.7
Streptococcus pneumoniae,Italy,2028.0,9.26,2.13,16.63
Streptococcus pneumoniae,Italy,2029.0,9.35,2.35,16.68
Streptococcus pneumoniae,Italy,2030.0,9.44,2.46,17.03
Streptococcus pneumoniae,Portugal,2025.0,12.44,5.54,19.66
Streptococcus pneumoniae,Portugal,2026.0,12.93,6.13,19.53
Streptococcus pneumoniae,Portugal,2027.0,13.41,6.33,20.58
Streptococcus pneumoniae,Portugal,2028.0,13.9,6.46,20.67
Streptococcus pneumoniae,Portugal,2029.0,14.39,7.27,21.86
Streptococcus pneumoniae,Portugal,2030.0,14.87,8.07,22.4
Streptococcus pneumoniae,Spain,2025.0,11.43,4.38,19.29
Streptococcus pneumoniae,Spain,2026.0,11.1,4.03,19.05
Streptococcus pneumoniae,Spain,2027.0,10.76,2.97,18.03
Streptococcus pneumoniae,Spain,2028.0,10.43,2.44,18.5
Streptococcus pneumoniae,Spain,2029.0,10.1,2.66,17.66
Streptococcus pneumoniae,Spain,2030.0,9.76,2.94,17.48
Streptococcus pneumoniae,United Kingdom,2025.0,0.08,0.0,1.86
Streptococcus pneumoniae,United Kingdom,2026.0,0.0,0.0,1.9
Streptococcus pneumoniae,United Kingdom,2027.0,0.0,0.0,1.75
Streptococcus pneumoniae,United Kingdom,2028.0,0.0,0.0,1.71
Streptococcus pneumoniae,United Kingdom,2029.0,0.0,0.0,1.67
Streptococcus pneumoniae,United Kingdom,2030.0,0.0,0.0,1.3
Streptococcus pneumoniae,United States,2025.0,11.34,4.36,17.8
Streptococcus pneumoniae,United States,2026.0,11.1,4.64,17.78
Streptococcus pneumoniae,United States,2027.0,10.85,4.19,17.84
Streptococcus pneumoniae,United States,2028.0,10.61,3.67,16.77
Streptococcus pneumoniae,United States,2029.0,10.37,3.51,16.42
Streptococcus pneumoniae,United States,2030.0,10.12,3.59,16.98
Haemophilus influenzae,United States,2025.0,0.0,0.0,1.17
Haemophilus influenzae,United States,2026.0,0.0,0.0,1.08
Haemophilus influenzae,United States,2027.0,0.0,0.0,0.81
Haemophilus influenzae,United States,2028.0,0.0,0.0,0.95
Haemophilus influenzae,United States,2029.0,0.0,0.0,0.35
Haemophilus influenzae,United States,2030.0,0.0,0.0,0.56
