Organism,Country,Year,Age_Category,N_Isolates,MDR_Count,XDR_Count,PDR_Count,MDR_Rate_%,XDR_Rate_%,PDR_Rate_%,Income_Group,MDR_Definition
Escherichia coli,Brazil,2009,Pediatric,12,4,3,0,33.33,25.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2009,Elderly,19,4,1,0,21.05,5.26,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2009,Pediatric,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Canada,2009,Elderly,48,6,1,0,12.5,2.08,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2009,Elderly,11,3,1,0,27.27,9.09,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2009,Elderly,19,2,0,0,10.53,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2009,Elderly,86,14,8,0,16.28,9.3,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2009,Elderly,43,13,5,0,30.23,11.63,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Greece,2009,Elderly,11,2,1,0,18.18,9.09,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2009,Elderly,10,1,0,0,10.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Israel,2009,Elderly,47,20,10,0,42.55,21.28,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2009,Elderly,61,35,15,0,57.38,24.59,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2009,Elderly,27,9,5,0,33.33,18.52,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2009,Pediatric,22,13,7,0,59.09,31.82,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2009,Elderly,30,14,7,0,46.67,23.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Poland,2009,Elderly,21,5,2,0,23.81,9.52,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2009,Elderly,11,6,6,0,54.55,54.55,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2009,Elderly,10,6,5,0,60.0,50.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Saudi Arabia,2009,Elderly,11,3,3,0,27.27,27.27,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Singapore,2009,Elderly,10,1,0,0,10.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Slovenia,2009,Elderly,12,3,1,0,25.0,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2009,Elderly,138,57,23,0,41.3,16.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2009,Elderly,16,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2009,Elderly,11,6,5,1,54.55,45.45,9.09,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2009,Elderly,22,8,6,0,36.36,27.27,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2009,Pediatric,18,1,0,0,5.56,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2009,Elderly,182,37,17,0,20.33,9.34,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2010,Elderly,31,12,9,0,38.71,29.03,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2010,Elderly,19,5,2,0,26.32,10.53,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Austria,2010,Elderly,14,5,1,0,35.71,7.14,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2010,Elderly,25,1,0,0,4.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Canada,2010,Elderly,28,5,3,0,17.86,10.71,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2010,Elderly,11,4,3,0,36.36,27.27,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2010,Elderly,28,4,0,0,14.29,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2010,Elderly,19,8,2,0,42.11,10.53,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2010,Elderly,89,23,6,0,25.84,6.74,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2010,Elderly,24,9,6,0,37.5,25.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hong Kong,2010,Elderly,15,10,3,0,66.67,20.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2010,Elderly,16,4,0,0,25.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Israel,2010,Elderly,87,35,15,0,40.23,17.24,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2010,Elderly,51,23,13,0,45.1,25.49,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2010,Elderly,17,4,2,0,23.53,11.76,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2010,Elderly,17,9,3,0,52.94,17.65,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Poland,2010,Elderly,20,8,3,0,40.0,15.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2010,Elderly,16,3,1,1,18.75,6.25,6.25,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2010,Elderly,11,7,5,0,63.64,45.45,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2010,Elderly,62,26,15,0,41.94,24.19,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2010,Elderly,20,1,0,0,5.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2010,Elderly,15,3,0,0,20.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2010,Elderly,15,2,1,0,13.33,6.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2010,Pediatric,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2010,Elderly,133,19,7,0,14.29,5.26,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2011,Elderly,16,2,0,0,12.5,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Canada,2011,Elderly,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2011,Elderly,10,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,France,2011,Elderly,88,11,2,0,12.5,2.27,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2011,Elderly,42,4,1,0,9.52,2.38,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2011,Elderly,55,8,1,0,14.55,1.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2011,Elderly,32,16,8,0,50.0,25.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2011,Elderly,16,6,2,0,37.5,12.5,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Saudi Arabia,2011,Elderly,16,10,6,0,62.5,37.5,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2011,Elderly,145,54,17,0,37.24,11.72,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2011,Elderly,19,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2011,Pediatric,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2011,Elderly,159,25,11,0,15.72,6.92,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2012,Elderly,16,5,2,0,31.25,12.5,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Canada,2012,Elderly,72,10,0,0,13.89,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2012,Elderly,57,10,0,0,17.54,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2012,Elderly,20,4,1,0,20.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2012,Elderly,43,7,0,0,16.28,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2012,Pediatric,10,5,2,0,50.0,20.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2012,Elderly,68,30,8,0,44.12,11.76,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2012,Elderly,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2012,Elderly,39,8,2,0,20.51,5.13,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2012,Elderly,105,28,10,0,26.67,9.52,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2012,Elderly,13,2,1,0,15.38,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2012,Pediatric,19,2,2,0,10.53,10.53,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2012,Elderly,145,20,6,0,13.79,4.14,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2013,Elderly,34,6,1,0,17.65,2.94,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Canada,2013,Elderly,41,4,2,0,9.76,4.88,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2013,Elderly,78,14,5,0,17.95,6.41,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2013,Elderly,38,8,2,0,21.05,5.26,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2013,Elderly,20,4,0,0,20.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2013,Elderly,134,59,20,0,44.03,14.93,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Poland,2013,Elderly,11,6,1,0,54.55,9.09,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2013,Elderly,35,2,2,0,5.71,5.71,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2013,Elderly,125,28,11,0,22.4,8.8,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2013,Elderly,37,7,1,0,18.92,2.7,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2013,Elderly,23,2,2,0,8.7,8.7,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2013,Pediatric,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2013,Elderly,165,20,5,0,12.12,3.03,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Austria,2014,Elderly,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2014,Elderly,23,5,3,0,21.74,13.04,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2014,Elderly,13,7,0,0,53.85,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2014,Elderly,64,12,4,0,18.75,6.25,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2014,Elderly,12,7,2,0,58.33,16.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2014,Elderly,16,3,0,0,18.75,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Finland,2014,Elderly,13,1,0,0,7.69,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2014,Elderly,77,13,3,0,16.88,3.9,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2014,Elderly,48,12,3,0,25.0,6.25,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2014,Elderly,28,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2014,Elderly,164,72,22,0,43.9,13.41,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2014,Elderly,22,19,9,0,86.36,40.91,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2014,Elderly,18,5,0,0,27.78,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2014,Elderly,38,12,5,0,31.58,13.16,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Singapore,2014,Elderly,10,4,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2014,Elderly,141,38,7,0,26.95,4.96,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2014,Elderly,12,1,0,0,8.33,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2014,Elderly,10,2,1,0,20.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2014,Elderly,41,10,2,0,24.39,4.88,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2014,Pediatric,25,5,1,0,20.0,4.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2014,Elderly,128,30,8,0,23.44,6.25,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Venezuela,2014,Elderly,16,8,2,0,50.0,12.5,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2015,Elderly,14,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2015,Elderly,18,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2015,Elderly,43,11,1,0,25.58,2.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2015,Elderly,21,10,2,0,47.62,9.52,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2015,Elderly,69,15,2,0,21.74,2.9,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Chile,2015,Elderly,18,4,1,0,22.22,5.56,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2015,Elderly,37,25,6,1,67.57,16.22,2.7,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2015,Elderly,19,7,0,0,36.84,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2015,Elderly,13,1,0,0,7.69,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2015,Elderly,10,4,2,0,40.0,20.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2015,Elderly,13,2,1,0,15.38,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2015,Elderly,101,21,2,0,20.79,1.98,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2015,Elderly,47,13,2,0,27.66,4.26,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Greece,2015,Elderly,10,1,0,0,10.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hong Kong,2015,Elderly,20,7,1,0,35.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2015,Elderly,12,6,0,0,50.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2015,Elderly,10,6,2,0,60.0,20.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2015,Elderly,12,4,1,0,33.33,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2015,Elderly,63,27,7,0,42.86,11.11,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2015,Elderly,15,13,2,0,86.67,13.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Malaysia,2015,Elderly,11,4,1,0,36.36,9.09,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2015,Elderly,21,16,5,0,76.19,23.81,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2015,Elderly,18,3,0,0,16.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2015,Elderly,11,7,2,0,63.64,18.18,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2015,Elderly,52,11,2,0,21.15,3.85,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2015,Pediatric,10,3,1,0,30.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2015,Elderly,163,47,7,0,28.83,4.29,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2015,Elderly,19,4,0,0,21.05,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2015,Elderly,12,4,2,0,33.33,16.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2015,Elderly,10,2,1,0,20.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2015,Pediatric,17,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2015,Elderly,117,30,5,0,25.64,4.27,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Venezuela,2015,Elderly,18,10,3,0,55.56,16.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2016,Elderly,28,7,1,0,25.0,3.57,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2016,Elderly,23,5,0,0,21.74,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Austria,2016,Elderly,12,2,0,0,16.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2016,Elderly,23,8,1,0,34.78,4.35,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Canada,2016,Elderly,62,13,1,0,20.97,1.61,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,China,2016,Elderly,51,33,6,0,64.71,11.76,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2016,Elderly,14,3,2,0,21.43,14.29,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2016,Elderly,21,6,2,0,28.57,9.52,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2016,Elderly,26,5,2,0,19.23,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2016,Elderly,75,27,10,0,36.0,13.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2016,Elderly,40,17,2,0,42.5,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Greece,2016,Elderly,27,4,0,0,14.81,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hong Kong,2016,Elderly,23,6,1,0,26.09,4.35,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2016,Elderly,11,5,0,0,45.45,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2016,Elderly,18,5,1,0,27.78,5.56,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2016,Elderly,59,21,6,0,35.59,10.17,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2016,Elderly,29,9,1,0,31.03,3.45,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2016,Elderly,49,24,1,0,48.98,2.04,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2016,Pediatric,12,7,0,0,58.33,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2016,Elderly,12,3,0,0,25.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2016,Elderly,15,11,2,0,73.33,13.33,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2016,Elderly,44,15,5,0,34.09,11.36,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2016,Pediatric,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2016,Elderly,117,36,7,1,30.77,5.98,0.85,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2016,Elderly,13,3,0,0,23.08,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2016,Elderly,19,9,2,0,47.37,10.53,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2016,Elderly,14,8,3,0,57.14,21.43,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2016,Elderly,30,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2016,Pediatric,22,6,0,0,27.27,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2016,Elderly,110,20,5,0,18.18,4.55,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2017,Elderly,26,6,1,0,23.08,3.85,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2017,Elderly,20,6,0,0,30.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2017,Elderly,32,15,0,0,46.88,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2017,Elderly,29,11,0,0,37.93,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2017,Elderly,17,2,1,0,11.76,5.88,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,China,2017,Elderly,18,12,1,0,66.67,5.56,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2017,Elderly,23,10,2,0,43.48,8.7,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2017,Elderly,15,3,1,0,20.0,6.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2017,Elderly,55,17,1,0,30.91,1.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2017,Elderly,13,4,1,0,30.77,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2017,Elderly,84,9,3,0,10.71,3.57,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2017,Elderly,47,5,1,0,10.64,2.13,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hong Kong,2017,Elderly,21,4,1,0,19.05,4.76,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2017,Elderly,19,3,0,0,15.79,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Israel,2017,Elderly,19,8,0,0,42.11,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2017,Elderly,44,20,4,0,45.45,9.09,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2017,Elderly,25,10,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2017,Elderly,33,14,1,0,42.42,3.03,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2017,Pediatric,12,6,2,0,50.0,16.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2017,Elderly,16,14,6,0,87.5,37.5,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2017,Elderly,15,5,1,0,33.33,6.67,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2017,Elderly,12,6,1,0,50.0,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Spain,2017,Elderly,90,29,8,0,32.22,8.89,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2017,Elderly,11,5,0,0,45.45,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2017,Elderly,22,3,1,0,13.64,4.55,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2017,Elderly,11,3,2,0,27.27,18.18,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2017,Elderly,26,3,2,0,11.54,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2017,Elderly,51,10,4,0,19.61,7.84,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Venezuela,2017,Elderly,30,20,3,0,66.67,10.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2018,Elderly,25,14,2,0,56.0,8.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2018,Elderly,35,16,2,0,45.71,5.71,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2018,Elderly,19,10,1,0,52.63,5.26,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2018,Elderly,55,22,1,0,40.0,1.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,China,2018,Pediatric,10,9,1,0,90.0,10.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2018,Elderly,75,63,22,0,84.0,29.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2018,Elderly,40,31,6,0,77.5,15.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2018,Elderly,47,27,7,0,57.45,14.89,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2018,Elderly,30,14,5,0,46.67,16.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2018,Elderly,71,31,1,0,43.66,1.41,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2018,Elderly,20,10,2,0,50.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2018,Elderly,10,4,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2018,Elderly,33,33,10,0,100.0,30.3,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2018,Elderly,24,10,2,0,41.67,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2018,Elderly,61,37,5,0,60.66,8.2,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2018,Elderly,39,24,5,0,61.54,12.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Latvia,2018,Elderly,10,3,0,0,30.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2018,Elderly,23,10,1,0,43.48,4.35,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2018,Pediatric,10,9,0,0,90.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2018,Elderly,14,6,0,0,42.86,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2018,Elderly,11,6,0,0,54.55,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Poland,2018,Elderly,10,4,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2018,Elderly,41,9,0,0,21.95,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2018,Elderly,27,15,2,0,55.56,7.41,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Singapore,2018,Elderly,21,9,4,0,42.86,19.05,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2018,Elderly,10,9,0,0,90.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2018,Elderly,74,40,5,0,54.05,6.76,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2018,Elderly,26,17,2,0,65.38,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2018,Elderly,11,10,2,0,90.91,18.18,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2018,Elderly,44,20,1,0,45.45,2.27,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2018,Pediatric,10,4,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
